String... arguments) {#417,19.961975964632902
case Token.LABEL:#751,19.894137382507324
"{0} cannot extend this type; " +#159,19.812939357757568
case Token.SUB:#717,19.803409735361736
case Token.DIV:#712,19.671097668734465
case Token.HOOK:#778,19.54562012354533
case Token.SUB:#1722,19.509708325068157
case Token.DEBUGGER:#763,19.451835950215656
if (enterSection) {#405,19.42506366968155
case Token.LABEL_NAME:#752,19.414978163582937
case Token.DIV:#1719,19.410247629339043
case Token.HOOK:#1338,19.40858832995097
case Token.NAME:#469,19.39625783400102
case Token.CONTINUE:#762,19.382658444918118
Node line;#1419,19.36478788202459
case Token.MOD:#713,19.35521854053844
case Token.SET:#521,19.353494123979047
case Token.POS:#596,19.322923833673652
case Token.DEFAULT:#761,19.314382076263428
case Token.EMPTY:#760,19.313231706619263
case Token.WHILE:#772,19.296542485555012
case Token.MUL:#719,19.2937331199646
final Scope outerScope = t.getScope();#430,19.24396933449639
case Token.NAME:#1805,19.22184111855247
case Token.FOR:#770,19.214827797629617
"{0} cannot implement this type; " +#166,19.196038987901474
if (reportMissingOverride.isOn() && !declaredOverride &&#1063,19.18957967343538
if (!declaredOverride) {#1090,19.178303545171563
case Token.WITH: {#737,19.176069186283993
case Token.GE:#642,19.172357125715777
case Token.NOT:#575,19.157704786820844
"Function {0}: called with {1} argument(s). " +#214,19.131510661198543
switch (op) {#1698,19.114644898308647
this.compiler = compiler;#306,19.10889209400524
case Token.CATCH:#755,19.107354640960693
case Token.NULL:#504,19.098128925670277
Iterator<Node> parameters = functionType.getParameters().iterator();#1608,19.070532848960475
case Token.VOID:#579,19.055023829142254
INVALID_INTERFACE_MEMBER_DECLARATION,#247,19.05495484670003
case Token.ADD:#718,19.04946942762895
if (total == 0) {#1914,19.046569650823418
"element {0} does not exist on this enum");#100,19.031879338351164
"mismatch of the {0} property type and the type " +#188,19.023007539602425
case Token.EQ:#603,19.02140148480733
case Token.FALSE:#488,19.01861310005188
case Token.MOD:#1720,18.99123070456765
case Token.NOT:#1341,18.977465889670633
case Token.RSH:#710,18.97277108828227
case Token.BREAK:#754,18.969591458638508
case Token.SWITCH:#753,18.96665096282959
"JSC_INVALID_INTERFACE_MEMBER_DECLARATION",#147,18.965706660829742
case Token.TRY:#756,18.96455851468173
case Token.BITOR:#714,18.957513093948364
case Token.TRUE:#487,18.949943780899048
case Token.LSH:#709,18.949819723765057
case Token.AND:#777,18.936487024480645
String message = "left side of comparison";#658,18.93031250803094
String functionName, HashMap<String, ObjectType> properties,#1444,18.930098628997804
case Token.THROW:#764,18.916760518000675
"right: {1}");#88,18.914459789500516
case Token.ASSIGN_SUB:#706,18.911564954121907
"Illegal annotation on {0}. @implicitCast may only be used in " +#220,18.910349188179804
private boolean propertyIsImplicitCast(ObjectType type, String prop) {#1011,18.9083088239034
if (var != null) {#1240,18.890677892244778
case Token.FOR:#1330,18.890289653431285
case Token.DEC:#567,18.888689041137695
case Token.DO:#769,18.886925610628996
"property {0} already defined on superclass {1}; " +#177,18.880858383178712
if (objectType instanceof EnumType) {#1298,18.87569688495837
case Token.IF:#771,18.87130659276789
case Token.ASSIGN_SUB:#1718,18.865803082784016
case Token.WHILE:#1328,18.86514949798584
outerScope.isDeclared(functionPrivateName, false) &&#434,18.86432904463548
if (var != null) {#930,18.854445677537186
String abstractMethodMessage = (abstractMethodName != null)#1181,18.849929909957083
case Token.BITAND:#716,18.848162571589153
parameter != null && parameter.isVarArgs())) {#1614,18.847429911295574
case Token.URSH:#711,18.842652161916096
case Token.CALL:#1323,18.841633796691895
case Token.NEW:#552,18.84082100608132
case Token.CALL:#557,18.84054430325826
case Token.LE:#640,18.835300358858976
validator.expectString(t, left, leftType, "left side of 'in'");#676,18.835037612915038
Node parameter = null;#1610,18.817668914794922
if (!leftType.matchesInt32Context()) {#1705,18.816618347167967
private Scope topScope;#276,18.816464151654923
case Token.THIS:#492,18.811593836004082
case Token.VAR:#547,18.8111944993337
"Property {0} never defined on {1}");#107,18.810398708690297
case Token.BITXOR:#715,18.80993938446045
case Token.VAR:#400,18.80946683883667
static final DiagnosticType INTERFACE_METHOD_OVERRIDE =#198,18.806747019290924
FunctionType functionType) {#1604,18.800867875417072
case Token.IN:#670,18.789993719621137
case Token.CASE:#730,18.785640716552734
"property {0} already defined on interface {1}; " +#183,18.782344102859497
private final AbstractCompiler compiler;#270,18.77561304304335
"condition always evaluates to the same value\n" +#93,18.774829864501953
TypeInferencePass inference = new TypeInferencePass(compiler,#372,18.769239174692256
case Token.IF:#1327,18.7687836560336
case Token.BITNOT:#587,18.768353303273518
if (info != null && info.hasEnumParameterType()) {#1388,18.76798107313073
case Token.REF_SPECIAL:#496,18.763902051108225
case Token.SCRIPT:#757,18.757382074991863
String.valueOf(numArgs), String.valueOf(minArgs),#1633,18.75454174677531
static final DiagnosticType BAD_DELETE =#67,18.746414991525505
if (!rightType.matchesUint32Context()) {#1709,18.74447572798956
BIT_OPERATION,#240,18.739681764082476
if (parameters.hasNext()) {#1617,18.732348187764487
case Token.INC:#568,18.71191068129106
"Interface {0} has a property {1} with incompatible types in " +#226,18.706493730898256
Iterator<Node> arguments = call.children().iterator();#1605,18.703885415021112
if (type != null) {#916,18.700528878432053
if (info != null) {#1888,18.694562738591973
(parameters.hasNext() ||#1613,18.68662543045847
"a constructor can only extend objects " +#160,18.6845904902408
nullCount++;#822,18.683815956115723
validator.expectCanAssignToPropertyOf(#920,18.682596813548695
while (arguments.hasNext() &&#1612,18.682357127849873
"property {0} not defined on any superclass of {1}");#196,18.673219203948975
if (!interfaceType.getPropertyType(name).isEquivalentTo(#1451,18.671708424886067
if (maybeSuperInstanceType.isUnknownType() ||#1146,18.661619928148056
"{0} expressions are not callable");#122,18.654138615256862
static final DiagnosticType INVALID_INTERFACE_MEMBER_DECLARATION =#145,18.649456110867586
validator.expectNotNullOrUndefined(#660,18.64596857343401
"Constructor {0} should be called with the \"new\" keyword");#127,18.643213125375603
boolean declaredOverride = info != null && info.isOverride();#1047,18.634984745698816
case Token.LT:#639,18.622002081437543
case Token.MUL:#1721,18.619473854700725
for (String name : currentPropertyNames) {#1448,18.614212853567942
"of the property it overrides from superclass {1}\n" +#189,18.61282366972703
case Token.OR:#780,18.60739837993275
if (jsType instanceof FunctionType) {#900,18.603363704681396
"an interface can only extend, but not implement interfaces");#167,18.598885679244994
if (info != null && info.hasEnumParameterType()) {#871,18.595856212434313
case Token.INSTANCEOF:#1333,18.5940066746303
ObjectType interfaceType) {#1446,18.590911706288654
if (rightType.isNumber()) {#645,18.590490902171414
(functionType.getReturnType().isUnknownType() ||#1573,18.58852714041005
case Token.NUMBER:#508,18.583199818929035
INCOMPATIBLE_EXTENDED_PROPERTY_TYPE,#261,18.579141753060476
case Token.RSH:#1702,18.578052679697674
if (functionPrivateName != null && functionPrivateName.length() > 0 &&#433,18.57074417114258
message = "right side of comparison";#662,18.565990871853298
case Token.FUNCTION:#746,18.562608865591194
