String... arguments) {#452,19.990705316716973
case Token.LABEL:#804,19.893267790476482
case Token.DIV:#769,19.63690046830611
case Token.SUB:#774,19.6085844039917
case Token.SUB:#1972,19.509708325068157
case Token.HOOK:#840,19.49731381734212
case Token.NAME:#521,19.483880563215777
case Token.MOD:#770,19.441416827115145
case Token.LABEL_NAME:#805,19.430065291268484
case Token.DIV:#1969,19.410247629339043
if (enterSection) {#440,19.403208792209625
case Token.HOOK:#1589,19.382399400075276
case Token.EMPTY:#813,19.345605611801147
case Token.DEBUGGER:#816,19.334813912709553
case Token.EQ:#640,19.30835199356079
Scope s = t.getScope();#1040,19.290534155709402
case Token.MUL:#776,19.266853253046673
private SuggestionPair(String suggestion, int distance) {#318,19.263694763183594
case Token.NOT:#612,19.257572000676934
case Token.GE:#696,19.207816644148394
case Token.WHILE:#824,19.206098079681396
case Token.WITH: {#791,19.19962318126972
case Token.CONTINUE:#815,19.190740145169773
case Token.POS:#633,19.167228525335137
try {#1522,19.159342765808105
String abstractMethodMessage = (abstractMethodName != null)#1371,19.157470351771305
"Function {0}: called with {1} argument(s). " +#209,19.154821982750526
final Scope outerScope = t.getScope();#465,19.148858547210693
case Token.CATCH:#808,19.128491401672363
"{0} cannot implement this type; " +#161,19.11904181374444
switch (op) {#1948,19.114644898308647
case Token.VOID:#616,19.103248357772827
this.compiler = compiler;#330,19.09777034412731
String pname = prop.getString();#1035,19.097045199076334
Iterator<Node> parameters = functionType.getParameters().iterator();#1865,19.069511463767604
case Token.BREAK:#807,19.06015419960022
"element {0} does not exist on this enum");#87,19.058459411967885
case Token.NOT:#1592,19.053155465559527
case Token.DEC:#604,19.052548495205965
case Token.NULL:#542,19.046685738997027
"mismatch of the {0} property type and the type " +#183,19.036247510176437
case Token.RSH:#767,19.03288459777832
case Token.FALSE:#534,19.026625235875446
if (var != null) {#995,19.02376204270583
case Token.TRY:#809,19.02097242528742
case Token.AND:#839,19.010168595747515
case Token.ADD:#775,19.005904110995207
