Project,now,before,Difference
Chart1,49,42,-7
Chart2,4,92,88
Chart3,2,3,1
Chart4,23,660,637
Chart5,1,8,7
Chart6,99,104,5
Chart7,53,81,28
Chart8,8,1,-7
Chart9,8,14,6
Chart10,2,3,1
Chart11,4,5,1
Chart12,42,13,-29
Chart13,47,47,0
Chart14,23,6,-17
Chart15,1,29,28
Chart16,1,2,1
Chart17,1,2,1
Chart18,1,3,2
Chart19,4,1,-3
Chart20,10,5,-5
Chart21,3,3,0
Chart22,2,22,20
Chart24,1,3,2
Chart25,4,154,150
Chart26,61,666,605
Closure1,710,870,160
Closure2,45,37,-8
Closure3,405,279,-126
Closure4,8,192,184
Closure5,108,154,46
Closure6,19,1,-18
Closure7,49,2,-47
Closure8,131,123,-8
Closure9,2,1,-1
Closure10,86,215,129
Closure11,708,1147,439
Closure12,869,1081,212
Closure13,5815,5651,-164
Closure14,11,5,-6
Closure15,46,185,139
Closure16,84,208,124
Closure17,88,76,-12
Closure18,1286,2060,774
Closure19,16,1,-15
Closure20,37,2,-35
Closure21,32,3,-29
Closure22,10,1,-9
Closure23,39,8,-31
Closure24,1,1,0
Closure25,140,107,-33
Closure26,105,16,-89
Closure27,12,1,-11
Closure29,404,536,132
Closure30,123,242,119
Closure31,1229,1664,435
Closure32,37,43,6
Closure33,584,510,-74
Closure34,292,230,-62
Closure35,95,6,-89
Closure36,1566,1062,-504
Closure37,775,1226,451
Closure38,340,345,5
Closure39,39,19,-20
Closure40,93,120,27
Closure41,1150,695,-455
Closure42,1,1,0
Closure43,97,506,409
Closure44,1456,778,-678
Closure45,215,280,65
Closure46,15,13,-2
Closure47,19,160,141
Closure48,310,389,79
Closure49,520,1734,1214
Closure50,56,94,38
Closure51,316,326,10
Closure52,58,116,58
Closure53,49,47,-2
Closure54,70,56,-14
Closure55,250,329,79
Closure56,2,65,63
Closure57,73,25,-48
Closure58,1,7,6
Closure59,4515,6782,2267
Closure60,461,21,-440
Closure61,5,143,138
Closure62,2,4,2
Closure63,2,4,2
Closure64,222,1484,1262
Closure65,62,1,-61
Closure66,2765,2743,-22
Closure67,106,308,202
Closure68,6,3,-3
Closure69,814,1006,192
Closure70,1888,2011,123
Closure71,31,250,219
Closure72,245,241,-4
Closure73,304,305,1
Closure74,30,178,148
Closure75,27,1,-26
Closure76,17,112,95
Closure77,367,306,-61
Closure78,42,1,-41
Closure79,19,57,38
Closure80,18,10,-8
Closure81,156,173,17
Closure82,2081,1092,-989
Closure83,11,10,-1
Closure84,157,195,38
Closure85,42,172,130
Closure86,298,21,-277
Closure87,114,150,36
Closure88,95,196,101
Closure89,138,154,16
Closure90,26,46,20
Closure91,438,284,-154
Closure92,12,85,73
Closure93,12,85,73
Closure94,153,5,-148
Closure95,1845,1764,-81
Closure96,192,246,54
Closure97,41,1,-40
Closure98,358,425,67
Closure99,37,16,-21
Closure100,1,6,5
Closure101,745,2775,2030
Closure102,4550,4752,202
Closure103,65,289,224
Closure104,47,13,-34
Closure105,75,7,-68
Closure106,9,24,15
Closure107,173,132,-41
Closure108,87,237,150
Closure109,1,33,32
Closure110,98,2,-96
Closure111,5,1,-4
Closure112,34,109,75
Closure113,24,17,-7
Closure114,302,215,-87
Closure115,91,8,-83
Closure116,5,42,37
Closure117,232,225,-7
Closure118,143,2,-141
Closure120,172,239,67
Closure121,357,388,31
Closure122,4,9,5
Closure123,37,159,122
Closure124,6,10,4
Closure125,481,396,-85
Closure126,95,5,-90
Closure127,316,277,-39
Closure128,82,102,20
Closure129,3039,3293,254
Closure130,390,545,155
Closure131,243,300,57
Closure132,12,80,68
Closure133,462,516,54
Lang1,2,3,1
Lang2,4,3,-1
Lang3,6,3,-3
Lang4,3,2,-1
Lang5,1,1,0
Lang6,69,98,29
Lang7,3,122,119
Lang8,4,10,6
Lang9,194,153,-41
Lang10,32,77,45
Lang11,3,3,0
Lang12,2,5,3
Lang13,4,5,1
Lang14,1,4,3
Lang15,192,217,25
Lang16,34,27,-7
Lang17,40,102,62
Lang18,4,41,37
Lang19,7,8,1
Lang20,2,8,6
Lang21,1,2,1
Lang22,33,34,1
Lang24,24,64,40
Lang26,11,7,-4
Lang27,55,127,72
Lang28,1,3,2
Lang30,1,10,9
Lang31,2,6,4
Lang32,1,26,25
Lang33,1,7,6
Lang34,148,145,-3
Lang35,1,2,1
Lang36,10,94,84
Lang37,1,6,5
Lang38,2,3,1
Lang39,13,27,14
Lang40,1,2,1
Lang41,2,6,4
Lang42,7,13,6
Lang43,3,6,3
Lang44,2,3,1
Lang45,16,10,-6
Lang46,1,1,0
Lang47,3,5,2
Lang48,2,2,0
Lang49,2,1,-1
Lang50,9,2,-7
Lang53,9,16,7
Lang54,5,3,-2
Lang55,4,7,3
Lang57,4,6,2
Lang58,5,20,15
Lang59,1,6,5
Lang60,4,2,-2
Lang61,1,21,20
Lang62,5,4,-1
Lang63,2,1,-1
Lang64,4,4,0
Lang65,4,7,3
Math1,17,6,-11
Math2,46,44,-2
Math3,2,3,1
Math4,1,17,16
Math5,5,1,-4
Math6,11,231,220
Math7,5,42,37
Math8,2,4,2
Math9,1,1,0
Math10,70,12,-58
Math11,66,31,-35
Math13,68,159,91
Math14,92,99,7
Math15,152,211,59
Math16,55,1,-54
Math17,52,89,37
Math18,19,14,-5
Math19,31,56,25
Math20,101,598,497
Math21,3,46,43
Math22,1,1,0
Math23,57,148,91
Math24,146,150,4
Math25,1,1,0
Math26,74,38,-36
Math27,1,1,0
Math28,2,12,10
Math29,3,6,3
Math30,15,41,26
Math31,122,190,68
Math32,1,4,3
Math33,98,44,-54
Math34,2,3,1
Math35,2,3,1
Math36,2,2,0
Math37,7,4,-3
Math38,2,5,3
Math39,127,117,-10
Math40,36,33,-3
Math41,29,43,14
Math42,51,72,21
Math43,86,88,2
Math44,20,14,-6
Math45,1,1,0
Math46,6,2,-4
Math47,21,2,-19
Math48,4,355,351
Math49,23,7,-16
Math50,1,1,0
Math51,23,30,7
Math52,14,22,8
Math53,1,1,0
Math54,195,136,-59
Math55,1,1,0
Math56,2,20,18
Math57,1,4,3
Math58,707,545,-162
Math59,300,2,-298
Math60,33,36,3
Math61,18,1,-17
Math62,36,128,92
Math63,3,1,-2
Math64,134,144,10
Math65,53,41,-12
Math66,268,503,235
Math67,257,8,-249
Math68,68,128,60
Math69,49,44,-5
Math70,2,1,-1
Math71,1,1,0
Math72,3,1,-2
Math73,8,1,-7
Math74,734,777,43
Math75,1,1,0
Math76,136,100,-36
Math77,2,19,17
Math78,32,117,85
Math79,3,29,26
Math80,5,14,9
Math81,2,10,8
Math82,128,151,23
Math83,2,40,38
Math84,32,55,23
Math85,57,77,20
Math86,89,75,-14
Math87,18,115,97
Math88,1,1,0
Math89,1,1,0
Math90,3,3,0
Math91,1,1,0
Math92,1,2,1
Math93,1,2,1
Math94,7,6,-1
Math95,5,15,10
Math96,7,5,-2
Math97,1,1,0
Math98,3,4,1
Math99,4,4,0
Math100,9,9,0
Math101,23,12,-11
Math102,1,3,2
Math103,32,32,0
Math105,3,25,22
Math106,15,10,-5
Mockito1,1,2,1
Mockito2,15,8,-7
Mockito3,24,8,-16
Mockito4,5,5,0
Mockito5,4060,4060,0
Mockito6,1,1,0
Mockito7,28,50,22
Mockito8,36,31,-5
Mockito9,1827,1827,0
Mockito10,11,12,1
Mockito11,1,1,0
Mockito12,2,2,0
Mockito13,89,85,-4
Mockito14,74,96,22
Mockito15,147,178,31
Mockito16,4,4,0
Mockito17,1,4,3
Mockito18,4,5,1
Mockito19,17,12,-5
Mockito20,331,119,-212
Mockito21,3,1,-2
Mockito22,11,11,0
Mockito23,58,66,8
Mockito24,8,9,1
Mockito25,3,73,70
Mockito27,11,37,26
Mockito28,200,198,-2
Mockito29,45,31,-14
Mockito30,1,1,0
Mockito31,8,2,-6
Mockito32,52,2,-50
Mockito33,198,203,5
Mockito34,98,62,-36
Mockito35,2,1,-1
Mockito36,2,4,2
Mockito37,31,4,-27
Mockito38,10,5,-5
Time1,3,2,-1
Time2,9,3,-6
Time3,6,1,-5
Time4,13,30,17
Time5,8,68,60
Time6,2,16,14
Time7,12,17,5
Time8,6,24,18
Time9,5,3,-2
Time10,43,200,157
Time11,403,448,45
Time12,2,3,1
Time13,18,19,1
Time14,3,5,2
Time15,2,2,0
Time16,34,7,-27
Time17,3,5,2
Time18,4,3,-1
Time19,369,620,251
Time20,213,269,56
Time21,4,21,17
Time22,11,16,5
Time23,18,41,23
Time24,415,466,51
Time25,518,408,-110
Time26,429,398,-31
Time27,282,346,64
