String build() {#657,20.368491888046265
protected final StringBuilder code = new StringBuilder(1024);#52,20.295417368412018
void append(String str) {#244,20.273515007712625
void append(String str) {#443,20.120074185458098
char getLastChar() {#206,20.119563865661622
Builder setLineLengthThreshold(int threshold) {#612,20.023292541503906
Builder setOutputTypes(boolean outputTypes) {#601,19.872041447957358
private int lineStartPosition = 0;#417,19.837244351704914
protected final int getCurrentLineIndex() {#214,19.81194774921124
Mapping mapping = new Mapping();#100,19.780564308166504
public String getCode() {#201,19.724317359924317
private SourceMap sourceMap = null;#552,19.707176208496094
void appendBlockStart() {#291,19.678830337524413
void startNewLine() {#452,19.647392654418944
prevLineStartPosition = lineStartPosition;#455,19.638850380392636
Builder setSourceMap(SourceMap sourceMap) {#623,19.631210454305013
private int prevLineStartPosition = 0;#420,19.624352821936974
void startNewLine() {#261,19.556120681762696
protected int lineLength = 0;#54,19.542605139992453
if (lineLength > 0) {#262,19.506155014038086
static class PrettyCodePrinter#219,19.444788336753845
if (lineLength > 0) {#453,19.438238416399276
if (lineLength == 0) {#246,19.425840650285995
if (lineBreak) {#465,19.397281487782795
lineLength += str.length();#253,19.367446459256687
if (preferredBreakPosition > lineStartPosition &&#493,19.351308722245065
lineLength += str.length();#445,19.330282944899338
void endLine() {#286,19.301115565829807
void listSeparator() {#304,19.265125361355867
if (binOp) {#333,19.257272720336914
void appendBlockEnd() {#297,19.23217248916626
lineStartPosition = prevLineStartPosition;#528,19.228905341204474
lineLength -= (position - lineStartPosition);#500,19.222799873352052
boolean createSourceMap = (sourceMap != null);#693,19.19508590698242
final private boolean createSrcMap;#50,19.178545633951824
case Token.CATCH:#384,19.169857025146484
switch (type) {#374,19.163957669184757
case Token.IF:#387,19.162664922078452
Builder(Node node) {#564,19.157321548461915
FilePosition start;#81,19.113176536560058
private static class Mapping {#79,19.1057559967041
if (!preferLineBreakAtEndOfFile) {#516,19.093008359273274
reportLineCut(lineIndex, position - lineStartPosition, true);#498,19.09200927734375
lineLength = code.length() - lineStartPosition;#529,19.07646861076355
mapping.start = new FilePosition(line, index);#102,19.069292306900024
protected final int getCurrentCharIndex() {#210,19.06573640383207
void maybeLineBreak() {#270,19.065158557891845
if (lineLength > lineLengthThreshold) {#280,19.04392904393813
protected final int lineLengthThreshold;#53,19.04256757100423
if (originalLine == lineIndex) {#186,19.03991413116455
prevLineStartPosition = 0;#533,19.02470677693685
? new CompactCodePrinter(#696,19.01498317718506
if (sawFunction) {#466,19.012935910906112
private PrettyCodePrinter(#233,18.994547271728514
protected int lineIndex = 0;#55,18.993623039939187
int lineLengthThreshold,#234,18.991516658238
void beginCaseBody() {#318,18.985349559783934
Builder setLineBreak(boolean lineBreak) {#581,18.985099093119302
private boolean lineBreak = false;#548,18.972245823253285
void maybeCutLine() {#279,18.941278553009035
FilePosition end;#82,18.936521339416505
void notePreferredLineBreak() {#509,18.93153937657674
if (ch == ';') {#478,18.931163728237152
this.outputTypes = outputTypes;#602,18.89328990663801
case Token.TRY:#381,18.887692133585613
if (lineLength > lineLengthThreshold / 2) {#519,18.887341449135228
private int indent = 0;#224,18.87773723602295
Builder setOutputCharset(Charset outCharset) {#641,18.866029024124146
if (getLastChar() != ' ') {#334,18.8597950182463
if (lineLength > lineLengthThreshold) {#491,18.850046831018783
void generateSourceMap(SourceMap map){#128,18.845267515916092
case Token.DO:#375,18.829919306437173
static class CompactCodePrinter#402,18.818442463874817
extends MappedCodePrinter {#220,18.810647304241474
if (statementContext) {#312,18.807424386342365
void maybeLineBreak() {#464,18.79266300201416
for (Mapping mapping : allMappings) {#130,18.79002234810277
for (int i = 0; i < indent; i++) {#247,18.78984225880016
if (preferredBreakPosition == len - 1) {#476,18.78271982404921
boolean preferLineBreakAtEndOfFile, int lineLengthThreshold,#432,18.759615442027215
for (Mapping mapping : allMappings) {#145,18.75939770748741
@Override#290,18.738271713256836
append(" {");#292,18.72129726409912
private boolean preferLineBreakAtEndOfFile = false;#549,18.716876685619354
static final String INDENT = "  ";#222,18.713975157056534
int line = getCurrentLineIndex();#97,18.711647391319275
return lineLength;#211,18.70745391845703
int len = code.length();#475,18.698063850402832
private final boolean preferLineBreakAtEndOfFile;#416,18.684143257141113
MappedCodePrinter(#57,18.66941556930542
&& node.getSourceFileName() != null#94,18.66240546577855
lineStartPosition = position + 1;#501,18.653342882792156
if (parent != null) {#372,18.649175130403957
throw new IllegalStateException(#659,18.645596981048584
int lineLengthThreshold,#686,18.644373624752728
private final boolean lineBreak;#415,18.625643062591553
void endFile() {#396,18.625375323825413
if (insertion) {#176,18.61760679880778
int lineLengthThreshold,#58,18.608879021235875
extends MappedCodePrinter {#403,18.60815136249249
boolean createSourceMap,#235,18.604706103985126
private CompactCodePrinter(boolean lineBreak,#431,18.603690083821615
boolean createSrcMap,#59,18.596094403948104
private boolean outputTypes = false;#550,18.587947238575328
@Override#296,18.58719491958618
if (originalLine == lineIndex && originalChar >= characterPosition) {#177,18.586255115011465
lineStartPosition = code.length();#459,18.5821430683136
case Token.FUNCTION:#378,18.562947441549863
private int prevCutPosition = 0;#419,18.55548628171285
int index = getCurrentCharIndex();#98,18.551616191864014
@Override#285,18.528520425160725
boolean breakAfterBlockFor(Node n,  boolean isStatementContext) {#369,18.524257373809814
private FilePosition convertPosition(FilePosition position, int lineIndex,#172,18.520849810706245
startNewLine();#522,18.513493061065674
private int preferredBreakPosition = 0;#418,18.513341585795086
@Override#89,18.513190905253094
void endFunction(boolean statementContext) {#310,18.49964155469622
lineIndex++;#499,18.49891471862793
reportLineCut(lineIndex, prevCutPosition + 1, false);#530,18.498573137366254
if (root == null) {#658,18.494161165677586
