public TimeZone getTimeZone() {#166,19.88470482826233
private final TimeZone timeZone;#83,19.596881259571422
this.timeZone = timeZone;#106,19.56860876083374
private void init() {#115,19.52964104546441
public Date parse(String source) throws ParseException {#249,19.378522098064423
if(date==null) {#251,19.37066396077474
public boolean isNumber() {#709,19.33608055114746
public boolean isNumber() {#797,19.313824108668737
public boolean isNumber() {#654,19.309974806649343
boolean isNumber();#504,19.204524676005047
public boolean equals(Object obj) {#192,19.169092337290447
if(tzs==null) {#583,19.15931063890457
boolean isNextNumber() {#484,19.13677272796631
public boolean isNumber() {#611,19.135714871542795
@Override#813,19.11821517944336
public int modify(int iValue) {#740,19.0402172313017
final String validTimeZoneChars;#764,19.02915197610855
return timeZone;#167,19.026601314544678
public Object parseObject(String source) throws ParseException {#241,19.009213279275333
if(!matcher.lookingAt()) {#278,19.006972577836777
@Override#674,18.987472248077392
if (key == null) {#410,18.959139171399567
@Override#622,18.95483112335205
private final int field;#640,18.915821075439453
for(;;) {#130,18.911286647503193
else if(value.startsWith("GMT")) {#819,18.909747282663982
case '[':#316,18.881825892130532
@Override#661,18.866322231292724
public String toString() {#218,18.86115417480469
@Override#653,18.858232307434083
if(fieldKeyValues==null) {#372,18.840225107529584
@Override#796,18.83944034576416
@Override#217,18.836822191874187
@Override#749,18.83308343887329
@Override#610,18.82157669067383
@Override#157,18.81763458251953
protected final int field;#695,18.805539204524113
int count= 0;#437,18.798475118783806
else {#822,18.794460160391672
public int modify(int iValue) {#853,18.789016667534323
@Override#631,18.782621765136717
switch(field) {#374,18.771981632008274
public KeyValue(String key, int value) {#348,18.76401810897024
if (! (obj instanceof FastDateParser) ) {#193,18.737529134750368
@Override#716,18.735874557495116
TimeZone tz= TimeZone.getTimeZone(id);#776,18.722548739115396
protected FastDateParser(String pattern, TimeZone timeZone, Locale locale) {#104,18.71667159687389
case 'w':#575,18.69750452041626
@Override#730,18.694818115234376
public int modify(int iValue) {#840,18.693227992338294
@Override#207,18.684516588846844
for(String id : TimeZone.getAvailableIDs()) {#772,18.683208351135253
return "FastDateParser[" + pattern + "," + locale + "," + timeZone.getID() + "]";#219,18.678372137887138
return null;#279,18.672682317097983
@Override#708,18.66052656173706
int getFieldWidth() {#492,18.651675033569337
if(c=='\'') {#613,18.634514490763348
for(String value : values) {#439,18.62433409690857
cal.clear();#283,18.61536701520284
public int modify(int iValue) {#859,18.60949213364545
if(id.startsWith("GMT")) {#773,18.595420201619465
@Override#165,18.587260723114014
if(value.charAt(0)=='+' || value.charAt(0)=='-') {#816,18.580833486608558
for(String id : tzNames.keySet()) {#786,18.57178062438965
@Override#173,18.5680030186971
throw new IllegalArgumentException("Invalid pattern");#125,18.55499336936257
if(trial < thisYear+20) {#474,18.539401955074734
@Override#804,18.538518142700195
case 'z':#579,18.52969980239868
private transient int thisYear;#89,18.51133632659912
case 'F':#547,18.50949223836263
if(values!=null) {#438,18.500740468502045
public String getPattern() {#158,18.492400932312012
return cal.getTime();#290,18.49001039777483
NumberStrategy(int field) {#701,18.489971339702606
case 'H':#551,18.47437858581543
@Override#191,18.474366664886475
public Locale getLocale() {#174,18.473952611287434
case 'm':#571,18.4659686088562
case '|':#323,18.463265538215637
return false;#194,18.46187489827474
case ']':#317,18.461374640464783
if(values!=null) {#456,18.461127877235413
case 'a':#563,18.445283095041912
return regex;#310,18.44309319390191
TimeZone tz;#815,18.44130179461311
switch(c) {#306,18.430172639734604
case 'h':#567,18.4159099260966
for(int i= 0; i<value.length(); ++i) {#304,18.41487274169922
int offset= pos.getIndex();#276,18.40303283929825
for(Map.Entry<String, Integer> me : era.entrySet()) {#407,18.401378081395077
case '(':#318,18.39602788289388
throw new IllegalArgumentException(value + " is not a supported timezone name");#825,18.38996982574463
public int value;#341,18.389277537663776
case 'Z':#561,18.38705364863078
&& timeZone.equals(other.timeZone)#198,18.380723357200623
return trial;#475,18.369880549112956
return inCache;#587,18.36143503189087
@Override#852,18.343211555480956
public void setCalendar(FastDateParser parser, Calendar cal, String value) {#731,18.341422521151028
case 'W':#559,18.31890567143758
case ')':#319,18.30348014831543
TextStrategy(int field) {#646,18.301717400550842
public String key;#340,18.288628896077473
case '{':#320,18.286946058273315
throw new IllegalArgumentException();#411,18.280112225076426
init();#108,18.27799415588379
for(int i=0; i<strategies.length;) {#285,18.267520904541016
Integer fieldInt = Integer.valueOf(field);#370,18.264715094315378
@Override#358,18.261612033843996
cal.setTimeZone(tz);#828,18.257324743270875
private transient String currentFormatField;#93,18.256636879660867
private final String pattern;#82,18.25448046790229
case 'G':#549,18.254326184590656
@Override#240,18.25138266881307
@Override#839,18.250074577331542
case '?':#315,18.24894827604294
validTimeZoneChars= sb.toString();#790,18.24536983172099
private static class TimeZoneStrategy implements Strategy {#762,18.239094461713517
private final String formatField;#597,18.237780843462264
case 'S':#557,18.23162070910136
else {#721,18.23004572732108
case 'D':#543,18.22738552093506
case 'k':#569,18.224480787913006
tz= TimeZone.getTimeZone("GMT"+value);#817,18.214372358014508
public void setCalendar(FastDateParser parser, Calendar cal, String value) {#675,18.208828926086426
@Override#858,18.207947540283204
init();#234,18.19816360473633
if(tz.useDaylightTime()) {#779,18.197808339045597
TimeZoneStrategy tzs= tzsCache.get(locale);#582,18.197042208451492
if(parser.isNextNumber()) {#718,18.1968108131772
char c= value.charAt(i);#305,18.195408127524637
tz= TimeZone.getTimeZone(value);#820,18.19156547955104
case '+':#325,18.187665581703186
case 's':#573,18.175192674001057
if(++i==value.length()) {#309,18.167171478271484
return pattern;#159,18.16041981090199
regex.append(validTimeZoneChars);#806,18.15877832065929
TimeZoneStrategy inCache= tzsCache.putIfAbsent(locale, tzs);#585,18.147787147098118
case 'd':#565,18.145402272542317
case '\\':#322,18.130653619766235
public void setCalendar(FastDateParser parser, Calendar cal, String value) {#750,18.12818739964412
regex.append('\\');#329,18.121234807101164
private interface Strategy {#499,18.1032817363739
case 'M':#555,18.091673851013184
String[] eras = new String[era.size()]; // assume no gaps in entry values#406,18.089506255255806
int idx = me.getValue().intValue();#408,18.076517820358276
case 'K':#553,18.076420307159424
case 'y':#577,18.06487798690796
private void readObject(ObjectInputStream in) throws IOException, ClassNotFoundException {#232,18.060364432956863
FastDateParser other = (FastDateParser) obj;#196,18.051742029190063
default:#541,18.04875316619873
CopyQuotedStrategy(String formatField) {#603,18.041601130836888
public int compare(KeyValue left, KeyValue right) {#359,18.041317531040736
if (locale.equals(JAPANESE_IMPERIAL)) {#253,18.041315046946206
case 'E':#545,18.028695106506348
this.locale = locale;#107,18.025600624084472
