String... arguments) {#416,19.990705316716973
case Token.LABEL:#744,19.897217512130737
case Token.SUB:#714,19.81880847613017
case Token.DIV:#709,19.68592071533203
case Token.HOOK:#771,19.55120547612508
case Token.SUB:#1771,19.509708325068157
case Token.NAME:#468,19.491976564580742
case Token.MOD:#710,19.446149132468484
case Token.LABEL_NAME:#745,19.418982982635498
case Token.DIV:#1768,19.410247629339043
if (enterSection) {#404,19.403208792209625
case Token.HOOK:#1395,19.395912726720173
case Token.DEBUGGER:#756,19.35138773918152
case Token.MUL:#716,19.329713503519695
case Token.EMPTY:#753,19.32931637763977
case Token.EQ:#587,19.30835199356079
case Token.CONTINUE:#755,19.29239111680251
case Token.WHILE:#765,19.260447025299072
case Token.GE:#643,19.207816644148394
case Token.WITH: {#731,19.19962318126972
case Token.POS:#580,19.167228525335137
case Token.NOT:#559,19.15990335291082
String abstractMethodMessage = (abstractMethodName != null)#1239,19.157470351771305
final Scope outerScope = t.getScope();#429,19.148858547210693
"{0} cannot implement this type; " +#164,19.14852958255344
case Token.FOR:#763,19.13297323747115
"Function {0}: called with {1} argument(s). " +#212,19.131510661198543
case Token.ADD:#715,19.125090512362394
case Token.CATCH:#748,19.11787994702657
switch (op) {#1747,19.114644898308647
this.compiler = compiler;#304,19.10889209400524
if (var != null) {#919,19.076139596792366
Iterator<Node> parameters = functionType.getParameters().iterator();#1664,19.070532848960475
INVALID_INTERFACE_MEMBER_DECLARATION,#245,19.05495484670003
case Token.VOID:#563,19.048967917760212
case Token.NULL:#489,19.046527775851164
"element {0} does not exist on this enum");#100,19.031879338351164
"mismatch of the {0} property type and the type " +#186,19.023007539602425
case Token.TRUE:#480,19.019298156102497
case Token.FALSE:#481,19.011614322662354
case Token.BREAK:#747,19.0064914226532
case Token.TRY:#749,19.00405571677468
case Token.MOD:#1769,18.99123070456765
case Token.NOT:#1398,18.986615961248223
if (declInfo == null || !declInfo.hasEnumParameterType()) {#1815,18.983949314464223
String message = "left side of comparison";#659,18.983924664949114
case Token.DEC:#551,18.967374714938078
case Token.BITOR:#711,18.966346502304077
case Token.SWITCH:#746,18.95821253458659
if (left.isTypeOf()) {#594,18.947853761560776
case Token.RSH:#707,18.934908866882324
case Token.CALL:#541,18.93440596262614
case Token.AND:#770,18.932996489784934
private boolean propertyIsImplicitCast(ObjectType type, String prop) {#1054,18.928132004208035
"JSC_INVALID_INTERFACE_MEMBER_DECLARATION",#147,18.926421362778235
case Token.WHILE:#1385,18.91803518931071
"right: {1}");#88,18.914459789500516
"Illegal annotation on {0}. @implicitCast may only be used in " +#218,18.910349188179804
case Token.NEW:#537,18.900975053960625
case Token.IF:#764,18.89775310863148
case Token.FOR:#1387,18.892663088711824
String functionName, HashMap<String, ObjectType> properties,#1489,18.889554166793822
case Token.ASSIGN_SUB:#703,18.88720785776774
case Token.LSH:#706,18.88657744725545
"property {0} already defined on superclass {1}; " +#175,18.880858383178712
if (var != null) {#1284,18.880293259253868
case Token.VAR:#532,18.871490001678467
validator.expectString(t, left, getJSType(left), "left side of 'in'");#675,18.866512859568875
case Token.ASSIGN_SUB:#1767,18.865803082784016
case Token.DO:#762,18.85988642952659
case Token.CASE:#724,18.858973741531372
parameter != null && parameter.isVarArgs())) {#1670,18.847429911295574
case Token.THROW:#757,18.847086979792667
case Token.LE:#641,18.84169847315008
case Token.CALL:#1380,18.83951512972514
outerScope.isDeclared(functionPrivateName, false) &&#432,18.832655649918777
case Token.BITAND:#713,18.82847309112549
Node parameter = null;#1666,18.817668914794922
if (!leftType.matchesInt32Context()) {#1754,18.816618347167967
private Scope topScope;#274,18.816464151654923
"Property {0} never defined on {1}");#107,18.810398708690297
case Token.VAR:#399,18.80946683883667
static final DiagnosticType INTERFACE_METHOD_OVERRIDE =#196,18.806747019290924
case Token.URSH:#708,18.799544254938763
"{1} cannot extend this type; {0}s can only extend {0}s");#159,18.796282005310058
case Token.SCRIPT:#750,18.795591592788696
case Token.IF:#1384,18.791536417874422
"property {0} already defined on interface {1}; " +#181,18.782344102859497
FunctionType functionType) {#1660,18.778594096501667
private final AbstractCompiler compiler;#268,18.77561304304335
"condition always evaluates to the same value\n" +#93,18.774829864501953
TypeInferencePass inference = new TypeInferencePass(compiler,#371,18.769239174692256
if (type != null) {#887,18.767425537109375
case Token.BITXOR:#712,18.765625660236065
String.valueOf(numArgs), String.valueOf(minArgs),#1689,18.75981791814168
case Token.BITNOT:#571,18.754219214121502
if (!rightType.matchesUint32Context()) {#1758,18.74447572798956
BIT_OPERATION,#238,18.739681764082476
case Token.INC:#552,18.735616944052957
if (parameters.hasNext()) {#1673,18.732348187764487
if (propType.isEquivalentTo(typeRegistry.getNativeType(UNKNOWN_TYPE))) {#1337,18.70962016923087
static final DiagnosticType INVALID_INTERFACE_MEMBER_DECLARATION =#145,18.707436951723967
"Interface {0} has a property {1} with incompatible types in " +#224,18.706493730898256
Iterator<Node> arguments = call.children().iterator();#1661,18.688796211691464
(parameters.hasNext() ||#1669,18.68662543045847
while (arguments.hasNext() &&#1668,18.682357127849873
case Token.THIS:#485,18.68084890192205
if (objectType instanceof EnumType) {#1347,18.675608725774858
if (info != null) {#1891,18.674778071316805
String abstractMethodName =#1235,18.673855145772297
"property {0} not defined on any superclass of {1}");#194,18.673219203948975
if (!interfaceType.getPropertyType(name).isEquivalentTo(#1496,18.671708424886067
case Token.SHEQ:#589,18.665690495417667
if (right.isString()) {#595,18.662558873494465
if (maybeSuperInstanceType.isUnknownType() ||#1206,18.661619928148056
case Token.LT:#640,18.661297711459074
"{0} expressions are not callable");#122,18.654138615256862
"Constructor {0} should be called with the \"new\" keyword");#127,18.643213125375603
JSType rightTypeRestricted = rightType.restrictByNotNullOrUndefined();#615,18.637446028845652
case Token.OR:#773,18.636445739052512
case Token.INSTANCEOF:#1390,18.62786408833095
if (objectType != null) {#1340,18.62565953390939
if (!objectType.hasProperty(propName) ||#1344,18.62273850440979
validator.expectNotNullOrUndefined(#661,18.621674265180314
case Token.MUL:#1770,18.619473854700725
if ("prototype".equals(property2)) {#965,18.616732709548053
for (String name : currentPropertyNames) {#1493,18.614212853567942
boolean superClassHasDeclaredProperty = superClass != null &&#1082,18.61320478775922
"of the property it overrides from superclass {1}\n" +#187,18.61282366972703
"an interface can only extend, but not implement interfaces");#165,18.61246771812439
return (total == 0) ? 0.0 : (100.0 * typedCount) / total;#1917,18.6039940393888
message = "right side of comparison";#663,18.597283787197536
nullCount++;#823,18.593573570251465
(functionType.getReturnType().isUnknownType() ||#1629,18.590645499851394
ObjectType interfaceType) {#1491,18.590021292368572
INCOMPATIBLE_EXTENDED_PROPERTY_TYPE,#259,18.579141753060476
case Token.RSH:#1751,18.578052679697674
case Token.FUNCTION:#739,18.57346666776217
validator.expectString(t, n, rightType, message);#664,18.572074560018685
if (functionPrivateName != null && functionPrivateName.length() > 0 &&#431,18.56839221954346
case Token.NE:#588,18.56711448322643
if (rightType.isNumber()) {#646,18.565314124612247
"enum element {0} already defined");#139,18.562506039937336
"\"{0}\" must be called with a \"this\" type");#230,18.555633068084717
"interface member functions must have an empty body");#154,18.551813650131226
INTERFACE_METHOD_OVERRIDE,#254,18.54963798522949
ObjectType topInstanceType = superClassHasDeclaredProperty ?#1135,18.547683379229376
"operator {0} cannot be applied to {1}");#117,18.54580145296843
"interface members can only be empty property declarations,"#148,18.543710565567018
"original: {2}\n" +#188,18.537657235798083
boolean declaredOverride = info != null && info.isOverride();#1098,18.529411596410416
if (property.equals("prototype")) {#870,18.52456969022751
case Token.LSH:#1750,18.515798966089886
HashMap<String, ObjectType> currentProperties,#1490,18.511934492323135
if (!declaredOverride#1128,18.510542233784992
HashMap<String, ObjectType> currentProperties#1583,18.508315186751517
"Function requires at least {2} argument(s){3}.");#213,18.507656354170578
case Token.DO:#1386,18.506874778053977
Scope topScope,#300,18.502605724334718
case Token.SETTER_DEF:#506,18.500878402165004
validator.expectString(t, n, leftType, message);#660,18.499838755680965
case Token.NUMBER:#493,18.498911380767822
"property {0} is already defined by the {1} extended interface");#199,18.480331420898438
case Token.GT:#642,18.479212067343973
"condition always evaluates to {2}\n" +#86,18.478394962492445
case Token.STRING:#497,18.47523029645284
if (superClassHasDeclaredProperty) {#1153,18.474731581551687
if (minArgs > numArgs || maxArgs < numArgs) {#1686,18.473848644055817
static final DiagnosticType INCOMPATIBLE_EXTENDED_PROPERTY_TYPE =#221,18.471924348310992
"JSC_INCOMPATIBLE_EXTENDED_PROPERTY_TYPE",#223,18.47159349507299
if (returnType == null) {#1712,18.467682906559535
case Token.PARAM_LIST:#472,18.46648100444249
case Token.ASSIGN_MUL:#705,18.46028741200765
if (oType != null) {#1495,18.453958102634974
