public String toString() {#807,20.17437767982483
if (hasInstanceType()) {#981,19.76440869844877
public boolean hasInstanceType() {#935,19.713161998324924
public boolean isInstanceType() {#174,19.64505926767985
if (call.hasEqualParameters(other.call)) {#667,19.62368212805854
ArrowType getInternalArrowType() {#271,19.621928041631524
public String getTemplateTypeName() {#1008,19.58000764846802
private ArrowType call;#78,19.5697694505964
private void appendVarArgsString(StringBuilder builder, JSType paramType) {#851,19.53791813850403
StringBuilder b = new StringBuilder(32);#1066,19.51547043664115
if (objType.isEquivalentTo(prototype)) {#555,19.465832074483234
public ObjectType getInstanceType() {#919,19.423289585113526
StringBuilder b = new StringBuilder(32);#812,19.386880534035818
if (params != null) {#252,19.309607592496004
if (isEquivalentTo(that)) {#600,19.29682832956314
if (other != null &&#610,19.23839219411214
String propertyName) {#723,19.219008359042082
if (functionInstance.isEquivalentTo(that)) {#636,19.20285505997507
public Node getSource() {#951,19.119484305381775
return this.call.isEquivalentTo(otherType.call);#797,19.08511217016923
if (hasKnownTypeOfThis) {#816,19.078400391798752
if (hasKnownTypeOfThis) {#1070,19.073842708881084
void setInstanceType(ObjectType instanceType) {#928,19.06541817004864
public boolean hasEqualCallType(FunctionType otherType) {#796,19.015447974205017
if (params == null) {#501,19.00245952606201
if (maybeTypeOfThis instanceof ObjectType) {#1034,18.995879650115967
public boolean isEquivalentTo(JSType otherType) {#766,18.99529129266739
if (prototype != null) {#985,18.971488072321964
for (FunctionType subType : subTypes) {#975,18.958966703975904
public Set<String> getOwnPropertyNames() {#290,18.922717607938328
if (lastParam == null || !lastParam.isVarArgs()) {#254,18.910210782831367
if (this.isInterface()) {#778,18.891029675801594
ArrowType arrowType, ObjectType typeOfThis,#132,18.880072818082922
if ("call".equals(name)) {#498,18.874726355075836
FunctionParamBuilder builder = new FunctionParamBuilder(registry);#526,18.846705345880416
Node params = getParametersNode();#500,18.835839970906576
throws UnsupportedOperationException {#487,18.81261291503906
if (maybeNewTypeOfThis instanceof ObjectType) {#686,18.807148029929714
private String getDebugHashCodeStringOf(JSType type) {#1093,18.784247230080997
if (changed) {#1046,18.770760536193848
this.source = source;#140,18.762530708312987
this.source = source;#959,18.740414714813234
if (p.isVarArgs()) {#829,18.738566462198893
if (hasKnownTypeOfThis) {#825,18.735862414042156
Node params = getParametersNode();#251,18.72569248893044
Node lastParam = params.getLastChild();#253,18.718571960926056
boolean treatThisTypesAsCovariant =#888,18.710208535194397
params = params.cloneTree();#510,18.70263043571921
if (subTypes != null) {#974,18.702173074086506
for (Node n : getParameters()) {#237,18.69860128255991
if (prototype == null) {#291,18.69353875246915
!other.call.hasUnknownParamsOrReturn()) {#613,18.687965973563816
private FunctionType(JSTypeRegistry registry, String name, Node source) {#155,18.686825370788576
public FunctionType toMaybeFunctionType() {#195,18.685761538418856
this.source = source;#161,18.681100177764893
JSTypeRegistry registry, String name, Node source) {#169,18.663375282287596
public List<FunctionType> getSubTypes() {#996,18.649994189922626
public ObjectType getTypeOfThis() {#943,18.644868677312676
if (hasKnownTypeOfThis) {#1075,18.63675651550293
public int hashCode() {#792,18.624317407608032
if (p.isVarArgs()) {#837,18.61555576324463
if (other.isInterface()) {#873,18.60975388118199
if (isConstructor() && prototype == getInstanceType()) {#362,18.60552104314168
if ("prototype".equals(name)) {#277,18.59153550011771
for (ObjectType interfaceType : getExtendedInterfaces()) {#382,18.570391394875266
if (this.isInterface()) {#877,18.56641892024449
return treatThisTypesAsCovariant && this.call.isSubtype(other.call);#903,18.562266520091466
boolean isSubtypeOfThat = this.isSubtype(that);#617,18.54439461749533
@Override#567,18.534805297851562
private void addRelatedInterfaces(ObjectType instance, Set<ObjectType> set) {#413,18.53434381030855
@Override#572,18.5301034450531
String templateTypeName,  boolean isConstructor, boolean nativeType) {#133,18.521583340384744
@Override#865,18.52103614807129
@Override#275,18.517967224121094
private void addSubType(FunctionType subType) {#963,18.51680850982666
return source;#952,18.496608189174108
@Override#179,18.49541664123535
public JSType getReturnType() {#262,18.493344567038797
boolean hasKnownTypeOfThis = !typeOfThis.isUnknownType();#815,18.488854694366456
boolean isSubtypeOfThis = that.isSubtype(this);#618,18.485497391742207
return extendedInterfaces;#478,18.48454252878825
int paramNum = call.parameters.getChildCount();#814,18.4760523964377
public boolean isOrdinaryFunction() {#190,18.47525453567505
@Override#184,18.47406506538391
defineDeclaredProperty(name,#504,18.463433153489056
INTERFACE#72,18.461417198181152
if (objType != null) {#554,18.461201872144425
if (subTypes != null) {#1050,18.46079421043396
if (isInterface()) {#488,18.458950138092042
Node thisTypeNode = Node.newString(Token.NAME, "thisType");#511,18.453251327787125
public boolean isReturnTypeInferred() {#266,18.452816356312145
if (paramNum > 0) {#824,18.447823842366535
if (maybeTypeOfThis != null) {#1031,18.446710927145823
!this.call.hasUnknownParamsOrReturn() &&#612,18.439724963644277
while (p != null) {#835,18.429514077993538
public String toDebugHashCodeString() {#1061,18.422401775013316
b.append(getDebugHashCodeStringOf(p.getJSType()));#1079,18.409702911376954
if ("prototype".equals(name)) {#552,18.4095744405474
private ObjectType typeOfThis;#100,18.40167299906413
for (ObjectType iface : implementedInterfaces) {#1041,18.399568557739258
@Override#765,18.393394470214844
for (int i = 0; i < subTypes.size(); i++) {#1051,18.377191792363707
private enum Kind {#69,18.37614091237386
if (that.isInterface()) {#779,18.375280788966588
if (isInterface()) {#746,18.37482042312622
if (isFunctionType() && that.isFunctionType()) {#599,18.370634184943306
public Iterable<ObjectType> getExtendedInterfaces() {#477,18.36619371175766
private List<FunctionType> subTypes;#123,18.363630468195137
if (baseType.hasReferenceName() ||#340,18.360884393964493
FunctionType other, boolean leastSuper) {#665,18.358722305297853
return this.typeOfThis.isEquivalentTo(that.typeOfThis) &&#787,18.35498851278554
if (prototype == null) {#306,18.33964677290483
if (superClass != null) {#377,18.33823844364711
this.typeOfThis = typeOfThis != null ?#146,18.335083802541096
Set<ObjectType> set) {#465,18.331826210021973
@Override#942,18.331624507904053
private String templateTypeName;#128,18.331247925758362
return Iterables.concat(#435,18.327435640188362
if (prototype == null) {#358,18.327155980196867
return call.parameters;#227,18.326424884796143
if (isInterface()) {#381,18.314164479573567
baseType.isUnknownType() ||#341,18.311885595321655
if (paramNum > 0) {#1074,18.3116401831309
ObjectType newTypeOfThis = null;#679,18.3081725193904
return isInterface() ? getReferenceName().hashCode() : call.hashCode();#793,18.307842601429332
registry.createNullableType(getTypeOfThis()),#533,18.302786407470702
registry, null, null,#699,18.30237783704485
int paramNum = call.parameters.getChildCount();#1068,18.301292475532083
@Override#791,18.300671577453613
@Override#189,18.300200700759888
if (isEquivalent(typeOfThis, other.typeOfThis)) {#680,18.29847898937407
other.typeOfThis.isSubtype(this.typeOfThis) ||#901,18.296022758483886
if (subTypes == null) {#964,18.292367776234943
private static final long serialVersionUID = 1L;#67,18.29054539020245
boolean hasKnownTypeOfThis = !typeOfThis.isUnknownType();#1069,18.28425269126892
return subTypes;#997,18.274553298950195
if (that.isInterface()) {#784,18.26899027824402
throw new UnsupportedOperationException();#491,18.26305653498723
public int getMaxArguments() {#250,18.259771633148194
public int getMinArguments() {#231,18.25898838043213
@Override#1012,18.254159212112427
@Override#173,18.24686360359192
@Override#194,18.242788076400757
public boolean hasCachedValues() {#1001,18.236389255523683
this.getReferenceName() + ".prototype",#310,18.235758026440937
i++;#238,18.224053382873535
isOrdinaryFunction() && that.isOrdinaryFunction() &&#611,18.22401797771454
defineDeclaredProperty(name,#517,18.2229383132037
builder.append("...[").append(paramType.toString()).append("]");#857,18.221404631932575
if (isSubtypeOfThat && !isSubtypeOfThis) {#619,18.220144589742024
(other.typeOfThis.getConstructor() != null &&#896,18.210673332214355
while (p != null) {#1081,18.20764710352971
if (maybeSuperInstanceType == null) {#712,18.190853936331614
for (ObjectType type : implementedInterfaces) {#442,18.18905086517334
this.isConstructor() || other.isConstructor() ||#890,18.18203637816689
if (JSType.isSubtype(this, that)) {#867,18.181961862664473
return typeOfThis;#921,18.178576045566135
b.append(", ");#836,18.170207087198893
!(baseType instanceof PrototypeObjectType)) {#344,18.16638459657368
return call;#272,18.1657897404262
boolean defineProperty(String name, JSType type,#550,18.162792818886892
ObjectType resolvedIface = (ObjectType) iface.resolve(t, scope);#1042,18.148939279409554
Node p = call.parameters.getFirstChild();#828,18.148333443535698
Preconditions.checkArgument(source == null ||#158,18.14742738008499
if (!n.isOptionalArg() && !n.isVarArgs()) {#239,18.146069277887758
@Override#970,18.145293474197388
if (that == null) {#769,18.14012839577415
return this;#196,18.137706211635045
if (isConstructor() || isInterface()) {#375,18.129336865743003
ObjectType topInstanceType = ctor.getInstanceType();#750,18.120403177597943
public void setExtendedInterfaces(List<ObjectType> extendedInterfaces)#486,18.118715687801963
@Override#1000,18.106094121932983
for (ObjectType interfaceType : getExtendedInterfaces()) {#458,18.10445541805691
@Override#1060,18.101882934570312
FunctionType greatestFn =#648,18.100379467010498
private JSType supAndInfHelper(JSType that, boolean leastSuper) {#585,18.088163148789178
if (merged != null) {#627,18.086615920066833
if (type == this) {#1094,18.084616574374113
if (isConstructor()) {#817,18.08409001277043
int min = 0;#236,18.081682840983074
b.append(getDebugHashCodeStringOf(call.returnType));#1089,18.0792667388916
public int getExtendedInterfacesCount() {#482,18.07473397254944
public void setSource(Node source) {#958,18.07409702647816
public Iterable<ObjectType> getAllExtendedInterfaces() {#453,18.073126119725845
public boolean canBeCalled() {#200,18.07132682800293
@Override#806,18.058987617492676
maybeTypeOfThis = maybeTypeOfThis.restrictByNotNullOrUndefined();#1032,18.04047264099121
for (ObjectType interfaceType : constructor.getExtendedInterfaces()) {#470,18.036901690743186
private List<ObjectType> extendedInterfaces = ImmutableList.of();#117,18.02950641844008
int i = 0;#235,18.019911660088432
public ObjectType getTopMostDefiningType(String propertyName) {#741,18.016927999608658
FunctionType(JSTypeRegistry registry, String name, Node source,#131,18.01204909218682
FunctionType other = that.toMaybeFunctionType();#604,18.01116522620706
if (this.isConstructor()) {#772,18.00372160398043
private List<ObjectType> implementedInterfaces = ImmutableList.of();#111,17.994493590460884
JSType maybeTypeOfThis = safeResolve(typeOfThis, t, scope);#1030,17.994060039520264
newTypeOfThis = (ObjectType) maybeNewTypeOfThis;#687,17.991434055825938
this.prototypeSlot = new SimpleSlot("prototype", prototype, true);#369,17.97164445174368
return topInstanceType;#758,17.969627062479656
return new FunctionType(registry, name, source);#170,17.95958238840103
this.typeOfThis = typeOfThis != null ?#143,17.95610703362359
Preconditions.checkArgument(source == null ||#137,17.949875235557556
return templateTypeName;#1009,17.94959757063124
return extendedInterfaces;#461,17.9483036465115
call = (ArrowType) safeResolve(call, t, scope);#1016,17.947872615995863
getInstanceType().clearCachedValues();#982,17.944790166967056
newTypeOfThis = leastSuper ?#689,17.9403258562088
public void clearCachedValues() {#971,17.938504695892334
b.append(getDebugHashCodeStringOf(typeOfThis));#1072,17.935592923845565
return prototype != null || super.hasCachedValues();#1002,17.935563802719116
return leastSuper ? that : this;#620,17.93330939610799
b.append(getDebugHashCodeStringOf(p.getJSType()));#1083,17.928229402612757
if (!implementedInterfaces.isEmpty()){#205,17.925265669822693
if (!isNativeObjectType()) {#980,17.9200603167216
new FunctionBuilder(registry)#538,17.918035356621992
