static {#97,20.28007221221924
if (period == null || scalar == 0) {#1133,20.130322456359863
public Interval toInterval(DateTimeZone zone) {#964,20.09047519459444
if (time == null) {#874,20.088869857788087
public DateTime toDateTimeAtStartOfDay(DateTimeZone zone) {#717,19.99215489342099
if (days == 0) {#1260,19.97760950724284
if (days == 0) {#1379,19.971970303853354
if (years == 0) {#1307,19.911006927490234
public DateTime toDateTimeAtCurrentTime(DateTimeZone zone) {#804,19.90136218070984
if (years == 0) {#1188,19.866987164815267
if (partial == null) {#1046,19.804393768310547
if (months == 0) {#1333,19.798862965901694
if (amount == 0) {#1106,19.79390042622884
if (months == 0) {#1214,19.766480255126954
if (zone == null) {#136,19.71628583272298
return toString();#1816,19.678258657455444
if (type == null) {#560,19.643442598978677
public DateTime toDateTimeAtMidnight(DateTimeZone zone) {#765,19.638487005233763
public DateTimeField getField() {#1908,19.63473331928253
public Interval toInterval() {#949,19.620872338612873
if (weeks == 0) {#1237,19.614809930324554
public DateTime toDateTimeAtStartOfDay() {#695,19.596794843673706
if (fieldType == null) {#1396,19.59646511077881
public int get(DateTimeFieldType fieldType) {#541,19.591942310333252
if (fieldType == null) {#1071,19.588789582252502
if (weeks == 0) {#1356,19.583483397960663
if (fieldType == null) {#542,19.57115662097931
public static LocalDate now(DateTimeZone zone) {#135,19.570424497127533
if (time != null) {#931,19.55430285135905
if (fieldType == null) {#1100,19.54832935333252
protected long getMillis() {#1917,19.527058283487957
public static LocalDate parse(String str, DateTimeFormatter formatter) {#178,19.524385452270508
DateTime start = toDateTimeAtStartOfDay(zone);#966,19.480974197387695
if (date == null) {#240,19.477358245849608
private transient DateTimeField iField;#1871,19.46499264240265
if (type == null) {#580,19.43620402018229
return toString();#1830,19.413125038146973
public LocalDate(DateTimeZone zone) {#274,19.372100148882186
if (iChronology == null) {#457,19.35806793636746
public DateTime toDateTime(LocalTime time, DateTimeZone zone) {#924,19.33174505687895
public int getCenturyOfEra() {#1420,19.329848085130966
public int getEra() {#1411,19.312997124411844
if (calendar == null) {#207,19.298606038093567
public LocalDate withField(DateTimeFieldType fieldType, int value) {#1070,19.267746153331938
public DateMidnight toDateMidnight(DateTimeZone zone) {#850,19.241963587309186
public LocalDate addToCopy(int value) {#1950,19.239017486572266
public int getValue(int index) {#513,19.23040925539457
if (partial instanceof LocalDate) {#669,19.223738950841568
public int getDayOfMonth() {#1505,19.22011677424113
if (time != null && getChronology() != time.getChronology()) {#925,19.21356041090829
throw new NullPointerException("Zone must not be null");#137,19.204199752807618
if (isSupported(fieldType) == false) {#1103,19.183543539047243
if (isSupported(fieldType) == false) {#1074,19.176689910888673
int dom = getDayOfMonth();#989,19.144729137420654
public int getDayOfWeek() {#1516,19.142313480377197
private void writeObject(ObjectOutputStream oos) throws IOException {#1888,19.134753102841586
public int getYearOfEra() {#1429,19.120334185086765
if (pattern == null) {#1829,19.11683972676595
if (pattern == null) {#1815,19.1161776860555
@Deprecated#764,19.11261749267578
if (DateTimeZone.UTC.equals(iChronology.getZone()) == false) {#460,19.10179030510687
if (isSupported(fieldType) == false) {#545,19.099047708511353
if (partial instanceof LocalDate) {#625,19.091715756584616
long instant = getLocalMillis();#1136,19.090337932109833
public DateTime toDateTimeAtMidnight() {#742,19.056536165873208
public DateTime toDateTimeAtCurrentTime() {#784,19.05385882059733
DateTime end = plusDays(1).toDateTimeAtStartOfDay(zone);#967,19.034823523627388
public LocalDate withPeriodAdded(ReadablePeriod period, int scalar) {#1132,19.030754877173383
public LocalDate(Object instant, DateTimeZone zone) {#378,19.02349012038287
public String toString(String pattern) {#1814,19.015482095571663
if (this == partial) {#666,19.009726778666177
return toDateTimeAtStartOfDay(null);#696,18.98960610439903
private transient LocalDate iInstant;#1869,18.98639399210612
public int getDayOfYear() {#1494,18.98445773124695
if (isSupported(fieldType) == false) {#1399,18.984413957595827
private static final int YEAR = 0;#90,18.977966785430908
public Property property(DateTimeFieldType fieldType) {#1395,18.974413871765137
public String toString() {#1804,18.95960102081299
public int getYearOfCentury() {#1438,18.95543722005991
throw new IllegalArgumentException("The time must not be null");#875,18.932981124291054
return toDateTime(time, null);#903,18.924567054299747
Property(LocalDate instant, DateTimeField field) {#1879,18.91682062149048
public LocalDate getLocalDate() {#1936,18.908397257328033
public Date toDate() {#988,18.898498439788817
if (hash == 0) {#642,18.876297378540038
public LocalDate withMinimumValue() {#2037,18.874131202697754
public int getMonthOfYear() {#1471,18.856002966562908
public LocalDate withFieldAdded(DurationFieldType fieldType, int amount) {#1099,18.854532695951917
Chronology chrono = getChronology().withZone(zone);#767,18.8508009288622
public int getWeekOfWeekyear() {#1485,18.840044535123386
public DateTime toDateTime(LocalTime time) {#902,18.837210297584534
public LocalDate plusDays(int days) {#1259,18.831161090305873
public Property dayOfMonth() {#1784,18.829619147560813
Chronology chrono = getChronology().withZone(zone);#852,18.829488339631453
public LocalDate withYearOfCentury(int yearOfCentury) {#1577,18.82669734954834
public LocalDate withEra(int era) {#1532,18.813283983866373
public String toString(String pattern, Locale locale) throws IllegalArgumentException {#1828,18.812867858193137
return new LocalDate();#124,18.80296538426326
public LocalDate plusYears(int years) {#1187,18.79697322845459
if (this == partial) {#622,18.79671688079834
public Property yearOfCentury() {#1721,18.779587745666504
protected Chronology getChronology() {#1927,18.776763018439798
public LocalDate withCenturyOfEra(int centuryOfEra) {#1547,18.770838283357165
public int getYear() {#1447,18.770182037353514
public boolean equals(Object partial) {#620,18.76714523633321
protected long getLocalMillis() {#599,18.76236017545064
public LocalDate minusDays(int days) {#1378,18.76145533152989
public Property monthOfYear() {#1757,18.760796720331367
throw new IllegalArgumentException("Field must not be null");#1072,18.752628173828125
throw new NullPointerException("Chronology must not be null");#152,18.74793423546685
throw new IllegalArgumentException("The chronology of the time does not match");#926,18.743649581383014
@Deprecated#741,18.735345567975724
public LocalDate roundHalfFloorCopy() {#2076,18.729197290208603
public LocalDate addWrapFieldToCopy(int value) {#1965,18.722835237329658
if (chronology == null) {#151,18.716386198997498
public boolean isSupported(DateTimeFieldType type) {#559,18.716142058372498
private final long iLocalMillis;#109,18.712228536605835
public Property yearOfEra() {#1730,18.708819150924683
throw new IllegalArgumentException("The DateTimeFieldType must not be null");#543,18.70833423219878
return getChronology().yearOfEra().get(getLocalMillis());#1430,18.704996439126823
throw new IllegalArgumentException("Field must not be null");#1101,18.694849586486818
public LocalDate roundFloorCopy() {#2052,18.694623217863196
public Property centuryOfEra() {#1712,18.690718332926433
@ToString#1803,18.681274686540878
throw new IllegalArgumentException("The DateTimeFieldType must not be null");#1397,18.679283503828376
public LocalDate setCopy(int value) {#1979,18.67312987645467
throw new IllegalArgumentException("The chronology of the time does not match");#878,18.67061713646198
public Property dayOfYear() {#1775,18.669632738286797
public LocalDate minusYears(int years) {#1306,18.667244025639125
public Property dayOfWeek() {#1793,18.65370611710982
private static final int MONTH_OF_YEAR = 1;#92,18.653572612338596
return false;#561,18.647576141357423
public LocalDate plusWeeks(int weeks) {#1236,18.646480814615884
return getChronology().yearOfCentury().get(getLocalMillis());#1439,18.63771699025081
throw new IllegalArgumentException("Field '" + fieldType + "' is not supported");#1075,18.625851292763986
private Object readResolve() {#456,18.621751004999336
