case '[':#1666,20.305880286476828
case '\\':#1650,20.025054693222046
final int precedence) {#1073,19.906258669766512
case '/':#1653,19.769665457985617
case '\r': case '\n': case '\u2028': case '\u2029':#1676,19.71516641974449
StringBuilder sb = null;#1644,19.687892046841707
case ']':#1671,19.60072676340739
if (null == pattern || (null != flags && null != flags.getNext())) {#1461,19.56019349892934
case Token.NAME:#430,19.450994051419773
case Token.HOOK: {#1250,19.416065362783577
case Token.WITH:#1057,19.38069588797433
if (callTarget != null && callTarget.isName() &&#214,19.35406229231093
case Token.FOR:#1059,19.33855496920072
case Token.NAME:#157,19.324061567133125
case Token.EQ:#607,19.322670300801594
static boolean containsUnicodeEscape(String s) {#1712,19.311239624023436
case Token.NOT:#1133,19.2829552563754
case Token.HOOK:#117,19.265772978464764
case Token.NOT: {#1136,19.20308881998062
if (!mayHaveSideEffects(operand)) {#425,19.195165043785458
String name = result.getString();#431,19.18261930677626
case Token.NOT:#105,19.181624846024945
case Token.WHILE:#1058,19.11225802557809
&& pattern.getString().length() < 100#1473,19.068430529700386
switch (ch) {#1649,18.966564178466797
if (s.length() != 1) {#1582,18.952754080295563
public boolean apply(Node input) {#1105,18.93519469669887
if (follow == null && (n.isThrow() || result != null)) {#490,18.921375274658203
case Token.IF:#109,18.898207924582742
&& (null == flags || flags.isString())#1475,18.89509828467118
private void addParameterAfter(Node parameterList, Node after) {#267,18.882943212985992
for (int i = 0; i < s.length(); ++i) {#1647,18.882597015017556
FoldArrayAction action = FoldArrayAction.NOT_SAFE_TO_FOLD;#1427,18.871335071066152
&& (isEcmaScript5OrGreater()#1478,18.865406437924033
switch (ch) {#1690,18.86298681894938
case '\u2028': sb.append("\\u2028"); break;#1693,18.859250037900864
String s = n.getString();#1642,18.85681462287903
case Token.IF:#1050,18.855478286743164
case Token.NEW:#137,18.852488777854226
"Array",#1335,18.834721671210396
if (null == sb) { sb = new StringBuilder(s.length() + 16); }#1684,18.82534847837506
if (null == flags || "".equals(flags.getString())) {#1488,18.807341655095417
if (type == Token.OR && !rval ||#1233,18.798421079462226
if (bind.thisValue != null && !NodeUtil.isUndefined(bind.thisValue)) {#251,18.777975114186606
public boolean apply(Node input) {#1076,18.77520833696638
case Token.VOID:#423,18.764217581067765
if (!leftParent.isNot()#1161,18.758797125382856
if (!isEscaped && !inCharset) {#1660,18.752902569978133
@SuppressWarnings("fallthrough")#79,18.748446385065716
Node fixedIfCondition = IR.not(ifCondition)#192,18.74762706756592
if (!isEscaped) {#1667,18.745133624357337
if (follow == null && (n.isThrow() || exitExpr != null)) {#534,18.730713446935017
private static enum FoldArrayAction {#1417,18.72371843126085
case Token.WHILE:#121,18.72304900487264
if (arg.getDouble() == 0) {#1441,18.719747952052526
sb.append(s, pos, i - 1);#1686,18.718336486816405
for (String cur : strings) {#1595,18.71722343989781
case Token.FALSE:#134,18.715015331904095
String[] delimiters = new String[]{" ", ";", ",", "{", "}", null};#1592,18.708779675619944
case Token.SHEQ:#613,18.705018777113693
if (name.equals("undefined")) {#432,18.696188517979213
if (isEscaped) {#1685,18.69472307317397
if (parameterList != null) {#268,18.678406421954815
if (!isEscaped) {#1672,18.67824150534237
return nodeThis.isEquivalentTo(nodeThat)#577,18.668594539165497
if (null == sb) { return n.cloneTree(); }#1702,18.662352662337454
if (!isPure(exitExpr)) {#528,18.652065932750702
case Token.AND:#1144,18.63393522898356
switch (notChild.getType()) {#606,18.63057752755972
case Token.OR: {#1145,18.629009008407593
case Token.ARRAYLIT:#1445,18.62606817483902
Node left, right;#1156,18.61531056855854
if (bind != null) {#241,18.605624719099566
if (forCondition.isEmpty()) {#197,18.600882025326
if (null == sb) { sb = new StringBuilder(s.length() + 16); }#1661,18.59472146715437
if (saving <= 0) {#1546,18.593494155190207
for (String s : strings) {#1581,18.591348965962727
case Token.THROW: {#94,18.587507588522776
case Token.NUMBER:#1439,18.584234305790492
if ("RegExp".equals(className)) {#1383,18.57781145307753
if (!late) {#172,18.5723967022366
case Token.STRING:#1435,18.56830324445452
default:#1197,18.556701513437126
private boolean isLowerPrecedence(Node n, final int precedence) {#1088,18.547000143263077
if (arg == null) {#1429,18.54463022405451
if (maybeExpr.isExprResult()) {#930,18.544316816329957
"Invalid flags to RegExp constructor: {0}");#54,18.544045448303223
if (late) {#1513,18.53701368967692
case Token.TRUE:#133,18.535972515741985
pattern = makeForwardSlashBracketSafe(pattern);#1485,18.533492883046467
"Object",#1334,18.532038688659668
if (!NodeUtil.isForIn(node)) {#127,18.519267899649485
if (cond.isNot() && !consumesDanglingElse(elseBranch)) {#740,18.508651574452717
case '\r': sb.append("\\r"); break;#1691,18.508462870562518
if (maybeIf.getChildCount() == 3) {#184,18.48481900351388
Predicate<Node> isLowerPrecedencePredicate = new Predicate<Node>() {#1074,18.48454116821289
case Token.FOR:#126,18.480480020696465
case '\n': sb.append("\\n"); break;#1692,18.476887702941895
if (!newNode.isEquivalentTo(n)) {#1319,18.471316786373364
boolean rval = rightVal.toBoolean(true);#1229,18.46230423968771
case Token.AND: {#1210,18.461204608281452
case Token.THROW:#381,18.461100651667667
if (maybeIf != null && maybeIf.isIf()) {#178,18.457509411705864
Node elseExpr = elseOp.getLastChild();#787,18.454151391983032
Node replacement = null;#1266,18.441540938157303
default:#1062,18.433389091491698
replacement = IR.not(condition);#1278,18.432149940066868
return isEcmaScript5OrGreater() || flags.indexOf('g') < 0;#1635,18.427632408142088
case Token.OR:#1209,18.425197167830035
action == FoldArrayAction.SAFE_TO_FOLD_WITHOUT_ARGS) {#1398,18.42366600036621
Node flags = null != pattern ? pattern.getNext() : null;  // e.g. gi#1459,18.41884023171884
if (leftParent.isNot()) {#1175,18.412943881490957
if (rightParent.isNot()) {#1181,18.40921741983165
if (value != null && value.getNext() == null &&#223,18.407977771759032
case Token.NE:#610,18.406907775185324
if (action == FoldArrayAction.SAFE_TO_FOLD_WITH_ARGS ||#1397,18.39964720606804
Node regexLiteral;#1487,18.393463770548504
Node newStatement = IR.exprResult(right);#290,18.38148257311653
return delimiters[i];#1602,18.377817500721324
if (innerElseBranch == null &&#711,18.363568260556175
addParameterAfter(bind.parameters, callTarget);#248,18.363456567128498
if (replacement != null) {#1240,18.363423506418865
case Token.DO:#122,18.361705433238637
private boolean isHigherPrecedence(Node n, final int precedence) {#1095,18.358131143781875
if (thenBranch.isEquivalentToTyped(nextThen)) {#322,18.357995880974663
case '\u2029': sb.append("\\u2029"); break;#1694,18.349167146990375
if (allStrings) {#1531,18.34733806956898
switch (arg.getType()) {#1434,18.338016305650985
for (int i = -1; (i = esc.indexOf("\\u", i + 1)) >= 0;) {#1714,18.336288332939148
case Token.CALL:#144,18.33532937367757
@Override#78,18.33197593688965
if (late) {#276,18.32521692911784
for (;!ControlFlowAnalysis.isBreakTarget(breakTarget, null /* no label */);#460,18.323320960998537
&& maybeName1.getString().equals(name2.getString())) {#852,18.30829429626465
&& name1.getString().equals(maybeName2.getString())) {#827,18.30599623713
sb.append(s, pos, i);#1688,18.299252551534902
if (!isPure(result)) {#484,18.294111319950648
switch (result.getType()) {#422,18.29138857977731
if ("Object".equals(className) && !constructorHasArgs) {#1389,18.289972928854134
if (calledFn.isGetElem()) {#942,18.28278072675069
if ((isLowerPrecedence(leftParent, NOT_PRECEDENCE)#1167,18.274920042823343
sb.append(s, pos, i).append('\\');#1662,18.27315496515345
Node call = IR.call(#1561,18.265179047217735
if (// is pattern folded#1466,18.249778461456298
if (!node.isCall()) {#139,18.248260855674744
if (isReturnExpressBlock(thenBranch)) {#351,18.24816573749889
Node right = n.getLastChild();#1212,18.246391969568588
NEXT_DELIMITER: for (;delimiters[i] != null; i++) {#1594,18.234818049839564
Node elseExpr = getBlockReturnExpression(elseBranch);#751,18.230613526843843
@Override#1104,18.22601056098938
Bind bind = getCodingConvention().describeFunctionBind(callTarget, false);#240,18.21577333367389
if (prefinallyFollows != follow) {#482,18.21313082377116
public boolean apply(Node input) {#59,18.2104438940684
while (i - nSlashes > 0 && '\\' == esc.charAt(i - nSlashes - 1)) {#1716,18.203314697041233
if (!late && isPropertyAssignmentInExpression(expr)) {#655,18.198975272800613
if (NodeUtil.getPureBooleanValue(right) != TernaryValue.UNKNOWN) {#1226,18.197783291339874
if (replacement != null) {#1289,18.185435354709625
!mayEffectMutableState(lhs)) {#782,18.179902992248536
if (result == node) {#146,18.178735224405923
switch (n.getType()) {#380,18.178165435791016
if (prefinallyFollows != follow) {#526,18.17718086242676
if (!areValidRegexpFlags(flags.getString())) {#1493,18.176335136095684
if (innerIf.isIf()) {#706,18.17550307825992
