Project,now,before,Difference
Chart1,53,42,-11
Chart2,31,51,20
Chart3,6,12,6
Chart4,36,241,205
Chart5,2,8,6
Chart6,27,29,2
Chart7,86,86,0
Chart8,14,15,1
Chart9,10,10,0
Chart10,1,1,0
Chart11,1,5,4
Chart12,97,97,0
Chart13,22,21,-1
Chart14,19,8,-11
Chart15,2,16,14
Chart16,6,5,-1
Chart17,5,5,0
Chart18,2,5,3
Chart19,2,1,-1
Chart20,15,11,-4
Chart21,1,1,0
Chart22,2,5,3
Chart24,2,4,2
Chart25,1,3,2
Chart26,669,669,0
Closure1,70,123,53
Closure2,8,10,2
Closure3,1504,1504,0
Closure4,4943,4943,0
Closure5,56,58,2
Closure6,4,6,2
Closure7,14,12,-2
Closure8,2441,2441,0
Closure9,2,1,-1
Closure10,1685,1685,0
Closure11,1827,1827,0
Closure12,1888,1888,0
Closure13,5541,5541,0
Closure14,10,38,28
Closure15,47,61,14
Closure16,179,169,-10
Closure17,11,10,-1
Closure18,1920,1920,0
Closure19,2,6,4
Closure20,2245,2245,0
Closure21,7,7,0
Closure22,1,1,0
Closure23,66,67,1
Closure24,2,3,1
Closure25,2694,2694,0
Closure26,37,24,-13
Closure27,1,1,0
Closure29,2938,2938,0
Closure30,1695,1695,0
Closure31,713,713,0
Closure32,110,50,-60
Closure33,2317,2317,0
Closure34,44,28,-16
Closure35,67,26,-41
Closure36,5948,5948,0
Closure37,716,716,0
Closure38,147,147,0
Closure39,11,4,-7
Closure40,3814,3814,0
Closure41,4104,4104,0
Closure42,5,11,6
Closure43,2729,2729,0
Closure44,884,884,0
Closure45,1681,1681,0
Closure46,2,2,0
Closure47,243,243,0
Closure48,56,178,122
Closure49,103,99,-4
Closure50,44,64,20
Closure51,17,17,0
Closure52,9,7,-2
Closure53,3126,3126,0
Closure54,57,71,14
Closure55,1195,1195,0
Closure56,1,1,0
Closure57,7,4,-3
Closure58,4,14,10
Closure59,3588,3588,0
Closure60,2,2,0
Closure61,1118,1118,0
Closure62,1,1,0
Closure63,1,1,0
Closure64,1345,1345,0
Closure65,1,1,0
Closure66,2785,2785,0
Closure67,2399,2399,0
Closure68,9,7,-2
Closure69,77,189,112
Closure70,597,597,0
Closure71,3280,3280,0
Closure72,1608,1608,0
Closure73,17,9,-8
Closure74,16,37,21
Closure75,2,1,-1
Closure76,25,48,23
Closure77,60,36,-24
Closure78,13,3,-10
Closure79,8,16,8
Closure80,4,7,3
Closure81,3,4,1
Closure82,258,258,0
Closure83,74,74,0
Closure84,9,9,0
Closure85,44,66,22
Closure86,33,13,-20
Closure87,788,788,0
Closure88,46,55,9
Closure89,38,55,17
Closure90,582,582,0
Closure91,1939,1939,0
Closure92,2107,2107,0
Closure93,2157,2157,0
Closure94,10,4,-6
Closure95,2135,2135,0
Closure96,34,37,3
Closure97,38,35,-3
Closure98,752,752,0
Closure99,71,66,-5
Closure100,5,38,33
Closure101,3976,3976,0
Closure102,3147,3147,0
Closure103,15,20,5
Closure104,13,9,-4
Closure105,64,42,-22
Closure106,12,27,15
Closure107,57,69,12
Closure108,35,53,18
Closure109,2,5,3
Closure110,53,35,-18
Closure111,2,4,2
Closure112,50,65,15
Closure113,14,8,-6
Closure114,118,90,-28
Closure115,26,7,-19
Closure116,6,46,40
Closure117,133,153,20
Closure118,5618,5618,0
Closure120,2243,2243,0
Closure121,71,90,19
Closure122,3,3,0
Closure123,35,98,63
Closure124,8,18,10
Closure125,117,95,-22
Closure126,2582,2582,0
Closure127,2062,2062,0
Closure128,4,2,-2
Closure129,6780,6780,0
Closure130,3664,3664,0
Closure131,32,84,52
Closure132,1938,1938,0
Closure133,1322,1322,0
Lang1,1,3,2
Lang2,6,18,12
